Day_ID,Date,obs_NO2,obs_CH4,sigma_N,sigma_C,true_NO2,true_CH4
22,10000021,55.21,1893.5,7.0,2.0,48.35,1896.95
22,10000021,162.02,1959.78,7.0,2.0,165.94,1956.58
22,10000021,69.38,1926.87,7.0,2.0,77.15,1925.84
22,10000021,164.43,1974.41,7.0,2.0,160.23,1976.66
22,10000021,59.48,1897.08,7.0,2.0,58.65,1899.97
22,10000021,96.06,1932.23,7.0,2.0,99.65,1931.72
23,10000022,64.21,1914.41,7.0,2.0,63.86,1912.03
23,10000022,85.67,1949.93,7.0,2.0,89.84,1950.28
23,10000022,141.16,2003.23,7.0,2.0,143.32,2000.48
23,10000022,76.43,1926.08,7.0,2.0,73.45,1925.84
23,10000022,4.77,1856.18,7.0,2.0,7.13,1856.15
23,10000022,146.96,2032.21,7.0,2.0,151.36,2033.04
23,10000022,22.38,1875.22,7.0,2.0,29.31,1875.69
23,10000022,131.2,2032.35,7.0,2.0,137.98,2031.17
23,10000022,68.7,1924.9,7.0,2.0,82.49,1924.63
23,10000022,84.01,1928.03,7.0,2.0,78.52,1928.9
23,10000022,149.62,2065.25,7.0,2.0,167.32,2065.32
23,10000022,107.73,1968.58,7.0,2.0,102.12,1969.89
23,10000022,-3.6,1838.58,7.0,2.0,1.54,1835.9
23,10000022,158.57,2022.49,7.0,2.0,166.66,2024.68
23,10000022,45.53,1915.74,7.0,2.0,55.91,1916.04
23,10000022,6.62,1869.83,7.0,2.0,22.58,1871.73
23,10000022,110.53,1984.62,7.0,2.0,114.42,1986.12
23,10000022,101.5,1961.87,7.0,2.0,101.81,1962.99
23,10000022,158.28,2030.28,7.0,2.0,154.99,2029.37
23,10000022,168.76,2039.07,7.0,2.0,164.13,2039.3
24,10000023,122.86,1955.69,7.0,2.0,116.61,1955.61
24,10000023,117.44,1934.29,7.0,2.0,114.77,1938.41
24,10000023,152.01,1968.05,7.0,2.0,151.94,1968.75
24,10000023,100.41,1954.21,7.0,2.0,95.22,1952.73
24,10000023,17.75,1868.6,7.0,2.0,10.29,1870.05
24,10000023,182.56,1990.06,7.0,2.0,173.61,1992.21
24,10000023,124.26,1988.16,7.0,2.0,129.66,1988.8
24,10000023,44.27,1897.2,7.0,2.0,53.08,1897.07
24,10000023,36.0,1888.92,7.0,2.0,34.97,1891.48
24,10000023,30.47,1885.57,7.0,2.0,29.8,1880.98
24,10000023,18.88,1895.5,7.0,2.0,25.86,1900.9
24,10000023,40.97,1902.09,7.0,2.0,37.46,1900.5
24,10000023,54.45,1929.31,7.0,2.0,75.24,1926.8
24,10000023,142.88,1994.26,7.0,2.0,158.9,1994.28
24,10000023,44.55,1884.74,7.0,2.0,35.85,1882.77
24,10000023,147.11,1948.08,7.0,2.0,144.03,1949.05
24,10000023,132.72,1979.75,7.0,2.0,134.67,1980.15
24,10000023,7.02,1870.7,7.0,2.0,15.49,1875.47
24,10000023,151.06,1964.29,7.0,2.0,149.62,1965.66
24,10000023,59.82,1907.2,7.0,2.0,45.37,1907.12
25,10000024,137.32,1935.36,7.0,2.0,143.16,1935.27
25,10000024,88.89,1894.2,7.0,2.0,76.49,1895.3
25,10000024,17.56,1896.73,7.0,2.0,24.65,1898.76
25,10000024,172.23,1937.38,7.0,2.0,168.46,1936.46
25,10000024,115.22,1939.9,7.0,2.0,127.57,1940.79
25,10000024,88.67,1909.89,7.0,2.0,76.48,1911.31
25,10000024,151.18,1948.12,7.0,2.0,156.33,1949.68
25,10000024,88.16,1929.74,7.0,2.0,87.8,1927.65
25,10000024,122.69,1924.86,7.0,2.0,125.62,1926.52
25,10000024,44.76,1889.64,7.0,2.0,42.79,1892.59
25,10000024,10.83,1890.22,7.0,2.0,4.16,1893.21
25,10000024,32.39,1902.33,7.0,2.0,16.07,1906.17
25,10000024,86.91,1936.84,7.0,2.0,96.56,1935.9
25,10000024,140.56,1916.22,7.0,2.0,129.45,1913.82
25,10000024,5.22,1897.9,7.0,2.0,13.95,1899.67
25,10000024,-0.43,1893.21,7.0,2.0,10.08,1892.93
25,10000024,181.09,1938.28,7.0,2.0,170.46,1938.52
25,10000024,88.93,1917.9,7.0,2.0,85.35,1920.25
25,10000024,21.47,1899.95,7.0,2.0,12.21,1899.39
25,10000024,58.83,1908.67,7.0,2.0,61.65,1906.37
26,10000025,166.48,2054.2,7.0,2.0,171.68,2057.37
26,10000025,136.11,2025.02,7.0,2.0,146.05,2026.55
26,10000025,166.27,2045.61,7.0,2.0,168.47,2045.67
26,10000025,7.5,1871.11,7.0,2.0,15.8,1868.62
26,10000025,133.6,2022.74,7.0,2.0,138.28,2022.23
26,10000025,112.44,1980.62,7.0,2.0,108.74,1980.08
26,10000025,70.68,1941.32,7.0,2.0,72.42,1942.35
26,10000025,151.8,2032.43,7.0,2.0,145.78,2032.39
26,10000025,165.79,2059.64,7.0,2.0,169.96,2059.4
26,10000025,28.02,1889.56,7.0,2.0,23.89,1888.84
26,10000025,49.88,1897.46,7.0,2.0,35.99,1898.1
26,10000025,48.08,1900.3,7.0,2.0,47.37,1897.68
26,10000025,154.81,2047.53,7.0,2.0,159.15,2046.38
26,10000025,129.45,2011.6,7.0,2.0,132.25,2011.85
26,10000025,145.26,2013.35,7.0,2.0,135.82,2012.18
26,10000025,24.6,1875.83,7.0,2.0,15.37,1877.04
26,10000025,72.61,1925.88,7.0,2.0,60.06,1924.28
26,10000025,93.24,1980.59,7.0,2.0,93.47,1975.72
26,10000025,177.63,2043.98,7.0,2.0,163.67,2047.36
26,10000025,158.45,2034.45,7.0,2.0,156.36,2036.14
27,10000026,123.54,1964.6,7.0,2.0,117.3,1965.26
27,10000026,103.15,1948.86,7.0,2.0,96.98,1950.02
27,10000026,79.24,1928.51,7.0,2.0,71.07,1925.18
27,10000026,1.28,1879.93,7.0,2.0,3.31,1879.01
27,10000026,17.25,1873.58,7.0,2.0,21.03,1870.59
27,10000026,34.63,1898.63,7.0,2.0,35.56,1898.63
27,10000026,162.23,2011.42,7.0,2.0,164.65,2010.51
27,10000026,102.74,1948.88,7.0,2.0,101.42,1945.98
27,10000026,-7.62,1864.25,7.0,2.0,1.35,1864.51
27,10000026,35.64,1887.02,7.0,2.0,32.44,1887.81
27,10000026,8.5,1869.26,7.0,2.0,11.49,1872.69
27,10000026,2.9,1862.52,7.0,2.0,2.43,1860.96
27,10000026,27.21,1906.82,7.0,2.0,38.07,1907.34
27,10000026,60.99,1893.94,7.0,2.0,49.74,1893.46
27,10000026,21.2,1865.03,7.0,2.0,19.3,1864.66
27,10000026,105.41,1941.67,7.0,2.0,96.85,1941.48
27,10000026,106.14,1940.18,7.0,2.0,104.3,1941.51
27,10000026,118.81,1983.69,7.0,2.0,116.88,1985.21
27,10000026,10.67,1882.6,7.0,2.0,20.91,1881.9
27,10000026,45.17,1912.16,7.0,2.0,52.9,1908.61
28,10000027,68.12,1907.86,7.0,2.0,70.6,1907.78
28,10000027,34.82,1864.03,7.0,2.0,42.19,1864.92
28,10000027,127.24,1976.15,7.0,2.0,124.92,1977.85
28,10000027,116.93,1987.1,7.0,2.0,130.05,1985.29
28,10000027,22.24,1873.02,7.0,2.0,26.13,1874.03
28,10000027,137.4,1985.75,7.0,2.0,133.95,1983.84
28,10000027,13.79,1840.51,7.0,2.0,16.5,1840.61
28,10000027,122.91,1980.38,7.0,2.0,118.58,1981.34
28,10000027,11.51,1845.35,7.0,2.0,1.25,1849.69
28,10000027,62.3,1921.78,7.0,2.0,61.84,1923.75
28,10000027,9.28,1858.09,7.0,2.0,6.65,1857.61
28,10000027,104.86,1965.09,7.0,2.0,96.97,1964.34
28,10000027,74.35,1907.22,7.0,2.0,68.61,1905.32
28,10000027,42.77,1886.77,7.0,2.0,45.13,1888.67
28,10000027,98.64,1946.2,7.0,2.0,90.43,1947.01
28,10000027,20.47,1864.18,7.0,2.0,18.76,1866.19
28,10000027,167.91,2019.15,7.0,2.0,166.66,2021.13
28,10000027,155.95,2004.41,7.0,2.0,154.5,2005.6
28,10000027,16.66,1859.51,7.0,2.0,1.07,1860.41
28,10000027,58.34,1892.82,7.0,2.0,56.52,1895.15
29,10000028,93.42,1932.93,7.0,2.0,96.39,1935.13
29,10000028,-4.88,1862.93,7.0,2.0,0.33,1865.88
29,10000028,95.21,1951.27,7.0,2.0,97.66,1952.66
29,10000028,40.19,1905.73,7.0,2.0,40.69,1903.14
29,10000028,15.48,1896.4,7.0,2.0,19.92,1895.4
29,10000028,70.43,1938.74,7.0,2.0,81.27,1939.61
29,10000028,136.74,1962.8,7.0,2.0,135.32,1964.38
29,10000028,80.28,1935.95,7.0,2.0,69.63,1937.92
29,10000028,153.34,1986.42,7.0,2.0,165.81,1984.77
29,10000028,148.43,1964.95,7.0,2.0,143.06,1966.16
29,10000028,41.5,1903.96,7.0,2.0,41.69,1904.97
29,10000028,104.44,1941.89,7.0,2.0,102.95,1943.03
29,10000028,85.2,1928.36,7.0,2.0,71.61,1928.58
29,10000028,15.66,1889.44,7.0,2.0,18.89,1889.27
29,10000028,126.04,1957.56,7.0,2.0,122.34,1955.62
29,10000028,94.37,1949.69,7.0,2.0,96.06,1945.81
29,10000028,41.21,1923.31,7.0,2.0,55.21,1922.16
29,10000028,37.47,1898.17,7.0,2.0,29.56,1899.47
29,10000028,15.69,1892.04,7.0,2.0,16.32,1890.32
29,10000028,25.17,1890.35,7.0,2.0,20.36,1885.51
30,10000029,46.07,1898.17,7.0,2.0,46.98,1896.83
30,10000029,172.94,1980.64,7.0,2.0,170.87,1982.48
30,10000029,130.39,1953.43,7.0,2.0,124.02,1949.35
30,10000029,91.15,1933.43,7.0,2.0,96.95,1936.03
30,10000029,39.55,1894.21,7.0,2.0,29.82,1893.66
30,10000029,74.85,1917.7,7.0,2.0,67.3,1919.19
30,10000029,126.85,1947.8,7.0,2.0,127.2,1946.6
30,10000029,87.65,1918.52,7.0,2.0,93.83,1918.8
30,10000029,7.46,1856.74,7.0,2.0,10.88,1854.19
30,10000029,155.58,1980.35,7.0,2.0,165.0,1981.74
30,10000029,84.14,1929.73,7.0,2.0,88.41,1929.23
30,10000029,56.22,1904.42,7.0,2.0,50.71,1905.94
30,10000029,68.62,1927.13,7.0,2.0,73.52,1925.21
30,10000029,132.62,1937.5,7.0,2.0,130.95,1939.71
30,10000029,118.44,1935.83,7.0,2.0,116.39,1937.25
30,10000029,35.89,1901.13,7.0,2.0,50.25,1898.34
30,10000029,96.89,1937.33,7.0,2.0,97.62,1940.02
30,10000029,65.25,1910.37,7.0,2.0,48.56,1912.31
30,10000029,155.64,1966.76,7.0,2.0,164.0,1969.51
30,10000029,123.02,1936.88,7.0,2.0,125.86,1933.69
31,10000030,29.56,1881.77,7.0,2.0,22.13,1880.47
31,10000030,70.53,1900.8,7.0,2.0,58.27,1898.18
31,10000030,129.13,2031.24,7.0,2.0,136.89,2027.99
31,10000030,101.41,1969.58,7.0,2.0,99.64,1968.15
31,10000030,173.85,2096.05,7.0,2.0,171.72,2091.2
31,10000030,99.32,1987.12,7.0,2.0,94.83,1988.65
31,10000030,110.66,1975.51,7.0,2.0,102.74,1972.46
31,10000030,163.46,2063.06,7.0,2.0,154.62,2061.15
31,10000030,96.52,1938.08,7.0,2.0,81.09,1937.62
31,10000030,55.66,1918.97,7.0,2.0,54.53,1918.36
31,10000030,40.98,1901.21,7.0,2.0,44.2,1901.46
31,10000030,99.74,1970.78,7.0,2.0,98.65,1971.34
31,10000030,60.49,1920.12,7.0,2.0,60.3,1921.35
31,10000030,70.79,1930.27,7.0,2.0,77.74,1932.38
31,10000030,124.08,2010.45,7.0,2.0,119.79,2011.78
31,10000030,145.12,2032.55,7.0,2.0,138.04,2031.82
31,10000030,55.87,1892.51,7.0,2.0,47.19,1893.57
31,10000030,99.02,1971.98,7.0,2.0,96.19,1972.59
31,10000030,115.83,1994.2,7.0,2.0,113.99,1991.6
31,10000030,24.27,1879.93,7.0,2.0,27.06,1880.17
32,10000031,33.55,1894.65,7.0,2.0,45.88,1893.0
32,10000031,94.16,1939.74,7.0,2.0,105.71,1937.57
32,10000031,86.28,1946.5,7.0,2.0,94.29,1946.13
32,10000031,94.96,1949.62,7.0,2.0,102.48,1948.87
32,10000031,5.32,1863.47,7.0,2.0,2.37,1862.75
32,10000031,43.98,1913.94,7.0,2.0,51.5,1912.69
32,10000031,64.45,1890.41,7.0,2.0,61.74,1891.96
32,10000031,63.39,1899.43,7.0,2.0,59.37,1899.6
32,10000031,90.75,1932.67,7.0,2.0,84.95,1931.24
32,10000031,57.0,1912.22,7.0,2.0,66.07,1911.42
32,10000031,81.79,1918.23,7.0,2.0,76.85,1918.44
32,10000031,173.33,2014.01,7.0,2.0,170.03,2013.64
32,10000031,114.26,1966.81,7.0,2.0,119.34,1965.28
32,10000031,183.14,1998.88,7.0,2.0,171.24,1994.74
32,10000031,123.73,1959.06,7.0,2.0,116.8,1961.21
32,10000031,155.4,1981.25,7.0,2.0,160.49,1978.42
32,10000031,144.96,1966.62,7.0,2.0,140.51,1965.56
32,10000031,131.19,1959.77,7.0,2.0,129.04,1962.7
32,10000031,27.17,1883.55,7.0,2.0,26.36,1884.82
32,10000031,106.87,1937.27,7.0,2.0,110.84,1939.17
33,10000032,13.25,1898.48,7.0,2.0,28.22,1894.08
33,10000032,138.58,1956.84,7.0,2.0,139.82,1957.2
33,10000032,139.32,1973.46,7.0,2.0,134.46,1972.64
33,10000032,-11.03,1875.5,7.0,2.0,6.27,1879.06
33,10000032,66.6,1907.13,7.0,2.0,66.23,1909.67
33,10000032,123.92,1934.48,7.0,2.0,112.37,1930.88
33,10000032,143.16,1953.94,7.0,2.0,141.87,1954.28
33,10000032,14.31,1870.32,7.0,2.0,12.79,1867.84
33,10000032,182.51,1965.55,7.0,2.0,173.49,1968.59
33,10000032,158.38,1943.14,7.0,2.0,154.35,1943.24
33,10000032,161.64,1980.39,7.0,2.0,163.67,1981.86
33,10000032,151.85,1961.91,7.0,2.0,143.86,1960.41
33,10000032,80.63,1911.62,7.0,2.0,75.69,1912.72
33,10000032,107.19,1944.99,7.0,2.0,116.56,1945.77
33,10000032,58.74,1917.98,7.0,2.0,66.97,1918.9
33,10000032,89.97,1920.03,7.0,2.0,81.14,1921.09
33,10000032,155.4,1965.61,7.0,2.0,152.78,1964.39
33,10000032,126.92,1952.21,7.0,2.0,121.86,1951.2
33,10000032,178.28,1967.71,7.0,2.0,171.01,1969.45
33,10000032,14.31,1894.74,7.0,2.0,7.16,1895.84
34,10000033,155.25,2014.27,7.0,2.0,166.85,2012.45
34,10000033,141.24,2004.32,7.0,2.0,150.19,2005.65
34,10000033,78.75,1940.08,7.0,2.0,82.19,1939.49
34,10000033,36.5,1892.99,7.0,2.0,35.65,1893.99
34,10000033,23.01,1902.97,7.0,2.0,41.63,1903.25
34,10000033,102.36,1936.39,7.0,2.0,102.97,1935.37
34,10000033,65.47,1899.41,7.0,2.0,47.55,1896.5
34,10000033,144.71,1974.19,7.0,2.0,138.98,1973.12
34,10000033,6.22,1874.96,7.0,2.0,16.15,1875.4
34,10000033,22.88,1851.35,7.0,2.0,9.47,1851.08
34,10000033,52.83,1908.78,7.0,2.0,44.03,1906.53
34,10000033,130.51,1991.81,7.0,2.0,129.12,1991.84
34,10000033,66.34,1916.41,7.0,2.0,61.15,1916.33
34,10000033,136.36,1983.28,7.0,2.0,136.57,1977.76
34,10000033,57.06,1895.94,7.0,2.0,50.49,1894.05
34,10000033,51.46,1910.16,7.0,2.0,59.36,1913.1
34,10000033,169.62,2010.58,7.0,2.0,170.99,2007.69
34,10000033,136.19,1998.6,7.0,2.0,143.14,1998.84
34,10000033,78.52,1929.37,7.0,2.0,85.71,1927.12
34,10000033,26.55,1868.71,7.0,2.0,19.07,1871.53
35,10000034,34.16,1920.26,7.0,2.0,47.99,1921.48
35,10000034,71.55,1938.29,7.0,2.0,86.08,1936.65
35,10000034,36.04,1913.22,7.0,2.0,40.65,1913.06
35,10000034,165.07,1980.02,7.0,2.0,167.53,1980.89
35,10000034,163.12,1984.3,7.0,2.0,157.17,1984.63
35,10000034,74.59,1922.23,7.0,2.0,78.44,1924.86
35,10000034,118.84,1952.69,7.0,2.0,113.87,1953.52
35,10000034,120.98,1940.53,7.0,2.0,106.97,1939.32
35,10000034,62.28,1919.2,7.0,2.0,72.48,1918.95
35,10000034,157.2,1980.79,7.0,2.0,165.29,1980.89
35,10000034,32.67,1901.11,7.0,2.0,31.84,1904.15
35,10000034,5.13,1885.22,7.0,2.0,7.78,1884.32
35,10000034,10.9,1882.4,7.0,2.0,1.97,1884.01
35,10000034,168.01,1999.82,7.0,2.0,172.59,1999.21
35,10000034,116.95,1953.65,7.0,2.0,112.33,1952.06
35,10000034,139.38,1964.83,7.0,2.0,146.64,1960.5
35,10000034,145.61,1963.86,7.0,2.0,167.1,1963.62
35,10000034,130.09,1975.71,7.0,2.0,142.39,1974.88
35,10000034,7.91,1898.56,7.0,2.0,9.67,1893.49
35,10000034,157.12,1971.32,7.0,2.0,156.75,1971.38
36,10000035,10.38,1876.07,7.0,2.0,20.5,1875.21
36,10000035,25.23,1902.02,7.0,2.0,20.89,1901.89
36,10000035,50.57,1896.15,7.0,2.0,45.85,1896.3
36,10000035,10.18,1855.99,7.0,2.0,2.01,1855.62
36,10000035,68.91,1923.39,7.0,2.0,73.79,1921.27
36,10000035,153.56,1992.05,7.0,2.0,137.31,1991.89
36,10000035,155.44,2015.35,7.0,2.0,160.95,2015.02
36,10000035,74.95,1929.53,7.0,2.0,86.51,1930.2
36,10000035,144.24,1997.65,7.0,2.0,143.79,1998.4
36,10000035,27.16,1875.45,7.0,2.0,34.57,1876.46
36,10000035,120.42,1973.72,7.0,2.0,123.35,1973.64
36,10000035,51.53,1894.22,7.0,2.0,57.82,1897.24
36,10000035,111.61,1952.44,7.0,2.0,112.43,1950.5
36,10000035,74.87,1923.51,7.0,2.0,71.31,1919.5
36,10000035,143.37,1972.23,7.0,2.0,154.38,1975.34
36,10000035,148.81,2004.28,7.0,2.0,153.24,2003.01
36,10000035,16.27,1872.74,7.0,2.0,13.65,1873.38
36,10000035,54.0,1919.32,7.0,2.0,68.31,1915.64
36,10000035,151.38,1985.38,7.0,2.0,160.06,1985.86
36,10000035,159.26,1989.35,7.0,2.0,157.06,1989.71
37,10000036,116.89,1933.22,7.0,2.0,102.4,1935.47
37,10000036,124.93,1959.94,7.0,2.0,130.54,1961.11
37,10000036,108.04,1939.2,7.0,2.0,116.67,1939.43
37,10000036,26.23,1870.85,7.0,2.0,16.92,1873.59
37,10000036,77.9,1923.19,7.0,2.0,72.29,1923.14
37,10000036,117.7,1950.92,7.0,2.0,121.31,1945.98
37,10000036,57.03,1902.47,7.0,2.0,49.72,1899.3
37,10000036,165.12,1989.65,7.0,2.0,163.58,1991.22
37,10000036,35.73,1905.11,7.0,2.0,39.24,1901.67
37,10000036,111.31,1948.79,7.0,2.0,114.95,1950.18
37,10000036,43.88,1890.21,7.0,2.0,45.38,1889.57
37,10000036,67.95,1915.69,7.0,2.0,65.27,1919.99
37,10000036,89.23,1927.97,7.0,2.0,99.32,1923.37
37,10000036,43.96,1891.14,7.0,2.0,41.83,1886.57
37,10000036,73.23,1922.76,7.0,2.0,81.88,1920.65
37,10000036,126.69,1948.3,7.0,2.0,130.56,1946.21
37,10000036,31.55,1894.33,7.0,2.0,25.26,1893.83
37,10000036,148.39,1944.59,7.0,2.0,146.18,1948.01
37,10000036,151.84,1962.33,7.0,2.0,152.75,1964.69
37,10000036,19.95,1886.95,7.0,2.0,13.3,1886.07
38,10000037,138.62,1944.89,7.0,2.0,134.54,1946.7
38,10000037,100.16,1925.4,7.0,2.0,86.36,1926.25
38,10000037,45.95,1906.6,7.0,2.0,47.61,1906.55
38,10000037,10.9,1881.77,7.0,2.0,9.56,1884.2
38,10000037,56.54,1906.96,7.0,2.0,44.11,1907.32
38,10000037,46.55,1928.99,7.0,2.0,55.72,1926.3
38,10000037,97.96,1931.67,7.0,2.0,93.22,1932.27
38,10000037,105.42,1936.01,7.0,2.0,103.58,1935.95
38,10000037,94.92,1940.49,7.0,2.0,104.29,1938.87
38,10000037,57.64,1916.87,7.0,2.0,63.7,1918.37
38,10000037,171.5,1987.33,7.0,2.0,171.03,1987.96
38,10000037,65.84,1900.05,7.0,2.0,51.16,1901.13
38,10000037,16.91,1877.95,7.0,2.0,19.98,1879.64
38,10000037,56.27,1908.46,7.0,2.0,53.55,1906.5
38,10000037,85.19,1922.88,7.0,2.0,67.51,1926.13
38,10000037,2.22,1886.67,7.0,2.0,13.54,1885.11
38,10000037,102.85,1951.76,7.0,2.0,101.39,1953.45
38,10000037,82.63,1928.3,7.0,2.0,84.57,1927.1
38,10000037,105.31,1933.19,7.0,2.0,89.92,1936.27
38,10000037,167.25,1971.96,7.0,2.0,160.82,1974.46
39,10000038,111.49,1953.22,7.0,2.0,117.48,1952.67
39,10000038,40.38,1913.03,7.0,2.0,44.07,1911.61
39,10000038,44.48,1895.14,7.0,2.0,48.43,1895.23
39,10000038,140.58,1976.79,7.0,2.0,150.59,1974.38
39,10000038,68.61,1903.29,7.0,2.0,72.07,1902.81
39,10000038,107.6,1967.98,7.0,2.0,121.7,1967.47
39,10000038,7.78,1866.89,7.0,2.0,13.96,1866.99
39,10000038,14.95,1878.72,7.0,2.0,23.63,1875.84
39,10000038,-0.6,1894.44,7.0,2.0,1.51,1894.57
39,10000038,156.45,1981.05,7.0,2.0,154.48,1979.54
39,10000038,48.8,1897.47,7.0,2.0,47.59,1896.3
39,10000038,6.15,1886.56,7.0,2.0,17.78,1885.39
39,10000038,20.73,1880.72,7.0,2.0,17.2,1881.41
39,10000038,146.7,1994.16,7.0,2.0,149.59,1993.19
39,10000038,33.7,1908.21,7.0,2.0,36.68,1907.99
39,10000038,138.2,1988.99,7.0,2.0,140.86,1989.68
39,10000038,60.62,1895.18,7.0,2.0,55.97,1895.86
39,10000038,87.11,1929.35,7.0,2.0,90.01,1926.04
39,10000038,67.19,1927.49,7.0,2.0,80.23,1929.74
39,10000038,153.63,1980.6,7.0,2.0,149.3,1979.36
40,10000039,127.09,2006.48,7.0,2.0,132.94,2005.25
40,10000039,128.05,1981.93,7.0,2.0,123.7,1979.51
40,10000039,44.56,1911.49,7.0,2.0,51.35,1911.35
40,10000039,113.78,1938.19,7.0,2.0,114.48,1942.31
40,10000039,92.21,1931.39,7.0,2.0,93.94,1935.26
40,10000039,162.1,1991.98,7.0,2.0,152.48,1994.8
40,10000039,64.94,1938.72,7.0,2.0,61.91,1935.82
40,10000039,36.48,1891.48,7.0,2.0,20.58,1891.05
40,10000039,27.64,1872.0,7.0,2.0,23.04,1871.31
40,10000039,95.73,1927.29,7.0,2.0,84.34,1925.14
40,10000039,135.99,1969.29,7.0,2.0,132.75,1967.37
40,10000039,152.7,1985.63,7.0,2.0,164.98,1985.86
40,10000039,1.56,1899.49,7.0,2.0,4.89,1893.74
40,10000039,14.52,1874.77,7.0,2.0,7.53,1874.33
40,10000039,125.69,1963.16,7.0,2.0,117.06,1963.86
40,10000039,88.66,1938.73,7.0,2.0,100.1,1936.5
40,10000039,146.95,2002.16,7.0,2.0,157.05,2004.72
40,10000039,129.42,1966.41,7.0,2.0,140.08,1964.36
40,10000039,85.26,1910.31,7.0,2.0,81.52,1911.38
40,10000039,50.35,1891.11,7.0,2.0,42.52,1893.62
